Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5SwnIEzR52rkTXYzgWQSyo,"Boom","Doggumentary","Snoop Dogg;T-Pain",2011-01-01,230156,1,true,,2020-12-24T23:33:13Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap","Capitol Records",0.476,0.875,6,-5.602,0,0.415,0.168,0,0.028,0.398,103.981,4
spotify:track:4PpuH4mxL0rD35mOWaLoKS,"Lemon","NO ONE EVER REALLY DIES","N.E.R.D;Rihanna;Pharrell Williams",2017-12-15,219706,60,true,,2020-12-24T23:33:13Z,"","Columbia",0.916,0.727,1,-6.556,1,0.0861,0.00214,0.000145,0.118,0.201,94.997,4
spotify:track:5cXg9IQS34FzLVdHhp7hu7,"Big Shot (with Travis Scott)","Black Panther The Album Music From And Inspired By","Kendrick Lamar;Travis Scott",2018-02-09,221826,60,true,,2020-12-24T23:33:12Z,"hip hop,west coast hip hop,rap","Black Panther (TDE/DMG) PS",0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.283,130.018,4
spotify:track:1AYTfIsCMLc6tTBkTbtzP9,"Work (Paid for That?)","Professional Rapper","Lil Dicky",2015-07-31,295917,0,true,,2020-12-24T23:33:12Z,"","CMSN",0.863,0.628,1,-7.615,1,0.38,0.488,0,0.635,0.393,124.912,4
spotify:track:4LmAnpjlhWTahvRkYR8xJa,"X (with 2 Chainz & Saudi)","Black Panther The Album Music From And Inspired By","ScHoolboy Q;2 Chainz;Saudi",2018-02-09,267426,60,true,,2020-12-24T23:33:11Z,"southern hip hop,rap","Black Panther (TDE/DMG) PS",0.776,0.471,2,-8.406,1,0.253,0.0203,0,0.268,0.405,131.018,4
spotify:track:2XW4DbS6NddZxRPm5rMCeY,"God's Plan","Scary Hours","Drake",2018-01-20,198960,3,true,,2020-12-24T23:33:10Z,"rap","Cash Money/Drake LP6",0.758,0.448,7,-9.441,1,0.103,0.0309,0.0000867,0.558,0.373,77.176,4
spotify:track:4wFjTWCunQFKtukqrNijEt,"MotorSport","Culture II","Migos;Nicki Minaj;Cardi B",2018-01-26,303076,68,true,,2020-12-24T23:33:10Z,"trap","Quality Control Music, LLC",0.902,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.993,4
spotify:track:6QgkOxBXqVRjZ1JcIDbDYY,"Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)","Happy Hour: The Greatest Hits","T-Pain;Joey Galaxy",2014,235306,68,false,,2020-12-24T23:33:08Z,"","Nappy Boy/Konvict Muzik/RCA Records",0.786,0.689,1,-6.113,1,0.315,0.00931,0.00000114,0.214,0.874,157.936,4
spotify:track:2bLqfJjuC5syrsgDsZfGmn,"The Way I Are","Shock Value","Timbaland;Keri Hilson;D.O.E.",2007-01-01,179120,86,false,,2020-12-24T23:33:08Z,"","Interscope/Blackground Records",0.729,0.807,6,-6.492,1,0.0936,0.181,0.75,0.319,0.765,114.742,4
spotify:track:3SwlakM6VX47IwG0Wll5ek,"Promiscuous","The Best of Nelly Furtado (Deluxe)","Nelly Furtado;Timbaland",2010-01-01,242373,54,false,,2020-12-24T23:33:07Z,"","Interscope",0.807,0.97,10,-6.056,0,0.0477,0.0536,0.000066,0.149,0.876,114.298,4
spotify:track:2DHc2e5bBn4UzY0ENVFrUl,"Carry Out (Featuring Justin Timberlake)","Shock Value II","Timbaland;Justin Timberlake",2009-01-01,232466,73,false,,2020-12-24T23:33:07Z,"","Timbaland",0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,5
spotify:track:75ZvA4QfFiZvzhj2xkaWAh,"I Fall Apart","Stoney (Deluxe)","Post Malone",2016-12-09,223346,76,true,,2020-12-24T23:33:07Z,"","Mercury Records/Republic Owned",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.946,4
spotify:track:1yxgsra98r3qAtxqiGZPiX,"BUTTERFLY EFFECT","BUTTERFLY EFFECT","Travis Scott",2017-05-18,190677,2,false,,2020-12-24T23:33:06Z,"rap","Cactus Jack / Epic",0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,4
spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,"Deja Vu","4 Your Eyez Only","J. Cole",2016-12-09,264746,69,true,,2020-12-24T23:33:05Z,"rap","J. Cole P&D",0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,4
spotify:track:45XhKYRRkyeqoW3teSOkCM,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled;Rihanna;Bryson Tiller",2017-06-22,204664,68,true,,2020-12-24T23:33:05Z,"trap soul,r&b","Epic/We The Best",0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,4
spotify:track:0utlOiJy2weVl9WTkcEWHy,"Neighbors","4 Your Eyez Only","J. Cole",2016-12-09,216520,71,true,,2020-12-24T23:33:04Z,"rap","J. Cole P&D",0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,4
spotify:track:0ofbQMrRDsUaVKq2mGLEAb,"Havana (feat. Young Thug)","Havana (feat. Young Thug)","Camila Cabello;Young Thug",2017-08-03,216896,3,false,,2020-12-24T23:33:03Z,"rap,trap,melodic rap","Syco Music/Epic",0.768,0.517,7,-4.323,0,0.0312,0.186,0.000038,0.104,0.418,104.992,4
spotify:track:3lSR267IJfT54p0Gfuw7mi,"Right Hand","Right Hand","Drake",2015-07-31,190595,58,true,,2020-12-24T23:33:03Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.916,0.301,2,-7.657,1,0.237,0.117,0,0.089,0.351,100.518,4
spotify:track:5ZsUvzykqlybnUf9keg4MR,"Break The Bank","Break The Bank","ScHoolboy Q",2014-01-01,355440,0,true,,2020-12-24T23:33:02Z,"","Interscope",0.526,0.809,8,-6.374,1,0.0835,0.111,0.0000041,0.385,0.435,80.026,4
spotify:track:7fwXWKdDNI5IutOMc5OKYw,"Mi Gente (feat. Beyoncé)","Mi Gente (feat. Beyoncé)","J Balvin;Willy William;Beyoncé",2017-09-28,209733,1,false,,2020-12-24T23:32:59Z,"reggaeton,latin","Universal Music Group",0.705,0.714,11,-6.39,0,0.0792,0.0249,0,0.253,0.434,104.996,4
spotify:track:6REbwUNlppTfcnV4d4ZoZi,"Swimming Pools (Drank)","Swimming Pools (Drank)","Kendrick Lamar",2012-01-01,247800,83,true,,2020-12-24T23:32:59Z,"hip hop,west coast hip hop","Aftermath",0.693,0.445,8,-5.892,1,0.257,0.00625,0.000234,0.0899,0.199,74.044,4
spotify:track:4Ro98RCK90oHqqSZUnTFq5,"Strip That Down","Strip That Down","Liam Payne;Quavo",2017-05-18,204502,64,false,,2020-12-24T23:32:58Z,"","Capitol Records UK / EMI",0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.025,4
spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Congratulations","Stoney (Deluxe)","Post Malone;Quavo",2016-12-09,220293,81,true,,2020-12-24T23:32:57Z,"","Mercury Records/Republic Owned",0.63,0.804,6,-4.183,1,0.0364,0.215,0,0.253,0.492,123.146,4
spotify:track:0v9Wz8o0BT8DU38R4ddjeH,"No Problem (feat. Lil Wayne & 2 Chainz)","Coloring Book","Chance the Rapper;Lil Wayne;2 Chainz",2016-05-27,304606,65,true,,2020-12-24T23:32:57Z,"rap,hip hop,southern hip hop","Chance the Rapper",0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,4
spotify:track:6aRlUgqcLgrxQE3RMngjN5,"Good Drank","Good Drank","2 Chainz;Gucci Mane;Quavo",2017-01-20,225253,0,true,,2020-12-24T23:32:56Z,"southern hip hop,rap,trap","Def Jam Recordings",0.813,0.763,11,-1.199,0,0.281,0.281,0,0.107,0.362,130.074,4
spotify:track:0ESJlaM8CE1jRWaNtwSNj8,"beibs in the trap","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,213863,67,true,,2020-12-24T23:32:56Z,"rap","Cactus Jack / Epic",0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,4
spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,"Slippery (feat. Gucci Mane)","Culture","Migos;Gucci Mane",2017-04-07,304041,2,true,,2020-12-24T23:32:55Z,"trap,southern hip hop,rap","Quality Control Music",0.92,0.675,1,-5.661,0,0.263,0.307,0,0.104,0.749,141.967,4
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation, Vol. 2 (Expanded Edition)","Shakira;Wyclef Jean",2005-11-28,218093,19,false,,2020-12-24T23:32:55Z,"latin pop","Epic",0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4
spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,"Mask Off (feat. Kendrick Lamar) - Remix","Mask Off (feat. Kendrick Lamar) [Remix]","Future;Kendrick Lamar",2017-05-23,257986,53,true,,2020-12-24T23:32:54Z,"rap,hip hop,west coast hip hop","Epic/Freebandz/A1",0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005,4
spotify:track:4B0tKXJguUl5YqW5wDcjNe,"Came To Do","X (Deluxe Version)","Chris Brown;Akon",2014-09-12,228400,0,true,,2020-12-24T23:32:54Z,"r&b","RCA Records Label",0.745,0.637,8,-4.946,1,0.0439,0.0206,0,0.0721,0.531,97.955,4
spotify:track:0Fv5N0cHBsl4bzCbollCAS,"Moves","I Decided.","Big Sean",2017-02-03,142906,53,true,,2020-12-24T23:32:53Z,"","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.812,0.523,2,-5.287,1,0.259,0.0432,0,0.154,0.381,75.524,4
spotify:track:70mIuBKGTPrWMwWq9D4F56,"Wavy (feat. Joe Moses)","Free TC (Deluxe Edition)","Ty Dolla $ign;Joe Moses",2016-03-25,187671,0,true,,2020-12-24T23:32:53Z,"trap soul","Atlantic Records",0.75,0.491,11,-8.326,1,0.117,0.0898,0,0.109,0.711,105.008,4
spotify:track:3QFmH99wPoNdU2JHwKpajc,"Wall To Wall","Exclusive","Chris Brown",2007-11-01,223186,0,false,,2020-12-24T23:32:53Z,"r&b","Jive",0.595,0.548,7,-6.761,0,0.115,0.00344,0,0.134,0.563,188.082,4
spotify:track:2tbvAGoLMQgjvfgW7naBiE,"El Chapo","The Documentary 2 + 2.5 (Collector's Edition)","The Game;Skrillex",2016-01-22,219413,0,true,,2020-12-24T23:32:52Z,"west coast hip hop,old school hip hop,gangster rap,hip hop,dubstep,edm,electro,electronic","eOne Music",0.753,0.905,6,-3.311,0,0.239,0.127,0,0.269,0.585,127.069,4
spotify:track:0UlHiqi7seV02XNHLMtfGK,"Turn Up the Music","Fortune (Deluxe Version)","Chris Brown",2012-06-29,227973,2,false,,2020-12-24T23:32:50Z,"r&b","RCA Records Label",0.594,0.841,1,-5.792,1,0.102,0.000238,0.00000222,0.156,0.643,129.925,4
spotify:track:3jVtllWS5CFFWLQng8sKsr,"2 On (feat. ScHoolboy Q)","Aquarius","Tinashe;ScHoolboy Q",2014-10-01,227000,82,true,,2020-12-24T23:32:50Z,"alternative r&b","RCA Records Label",0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4
spotify:track:3CBjt0dsLlaz9h2OodDYAW,"Wishing (feat. Chris Brown, Skeme & Lyquin)","Wishing (feat. Chris Brown, Skeme & Lyquin)","DJ Drama;Chris Brown;Skeme;Lyquin",2016-05-09,252306,0,true,,2020-12-24T23:32:50Z,"southern hip hop,r&b","eOne Music",0.477,0.647,3,-4.657,0,0.343,0.0872,0,0.119,0.549,109.879,4
spotify:track:6BbINUfGabVyiNFJpQXn3x,"Wicked","EVOL","Future",2016-04-13,173346,62,true,,2020-12-24T23:32:49Z,"rap","Epic/Freebandz/A1",0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,4
spotify:track:6ZmHAZo4Tn1b2LMdEic0uC,"Summer In The Winter (feat. Omarion)","Summer In The Winter","Kid Ink;Omarion",2015-12-25,187453,38,true,,2020-12-24T23:32:49Z,"r&b","Tha Alumni Music Group/88 Classic/RCA Records",0.735,0.488,0,-9.073,1,0.212,0.0636,0,0.131,0.777,99.043,4
spotify:track:206uaQyzb8kOiZ7rHw9wCn,"Bounce Back","Bounce Back","Big Sean",2016-10-31,222400,0,true,,2020-12-24T23:32:48Z,"","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.788,0.516,1,-6.807,0,0.219,0.1,0,0.129,0.235,81.497,4
spotify:track:05Z7jet4VDNVgNQWcYHnrk,"Party (feat. Usher & Gucci Mane)","Party (feat. Usher & Gucci Mane)","Chris Brown;USHER;Gucci Mane",2016-12-16,220813,0,true,,2020-12-24T23:32:47Z,"r&b,southern hip hop,rap,trap","RCA Records Label",0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0869,0.316,142.096,4
spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne;Wiz Khalifa;Imagine Dragons;X Ambassadors;Logic;Ty Dolla $ign",2016-06-24,243490,78,true,,2020-12-24T23:32:47Z,"rap,hip hop,trap soul","Atlantic Records",0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,4
spotify:track:2WyK95RU7s04o0f52GFbfL,"Blowin' Swishers Pt. 2 (feat. Starrah)","Summer In The Winter","Kid Ink;Starrah",2015-12-25,181861,33,true,,2020-12-24T23:32:46Z,"","Tha Alumni Music Group/88 Classic/RCA Records",0.805,0.715,0,-5.133,0,0.375,0.0982,0,0.0996,0.317,160.955,4
spotify:track:3sHPSPSfMzziQD1v6U6vz0,"Wrist (feat. Solo Lucci)","Royalty (Deluxe Version)","Chris Brown;Solo Lucci",2015-12-18,194587,66,true,,2020-12-24T23:32:45Z,"r&b","RCA Records Label",0.758,0.388,3,-8.338,0,0.154,0.489,0,0.239,0.518,106.152,4
spotify:track:0Y0TOsE1q11qgbi7c5WZsG,"R.I.C.O. (feat. Drake)","Dreams Worth More Than Money","Meek Mill;Drake",2015-06-29,197133,65,true,,2020-12-24T23:32:45Z,"rap","MMG/Atlantic",0.727,0.599,1,-6.941,1,0.327,0.317,0,0.219,0.386,167.909,3
spotify:track:0LvvKlDglFxvusOBSNHsWS,"Peanut Butter Jelly","Da' Nic","T.I.;Young Thug;Young Dro",2015-09-11,317069,20,false,,2020-12-24T23:32:44Z,"southern hip hop,rap,trap,melodic rap,crunk","King Inc.",0.82,0.677,0,-6.711,1,0.253,0.0336,0,0.106,0.229,126.858,4
spotify:track:7EKOezTOQmncyU306Ltdd9,"Hotel","Hotel","Kid Ink;Chris Brown",2015-01-09,218880,0,true,,2020-12-24T23:32:44Z,"r&b","Tha Alumni Music Group/88 Classic/RCA Records",0.78,0.581,10,-6.996,0,0.17,0.00497,0,0.215,0.693,102.87,4
spotify:track:0YSTRuZ7elW9CEBfZJW5Js,"Hard For","Islah (Deluxe)","Kevin Gates",2016-01-29,247600,65,true,,2020-12-24T23:32:44Z,"","Bread Winners' Association/Atlantic",0.716,0.485,8,-8.241,1,0.237,0.0401,0,0.277,0.556,148.141,4
spotify:track:16xIGOpadMacj7UtG7ZhS8,"Break the Bitch Down (feat. K Camp)","Luca Brasi 2: Gangsta Grillz","Kevin Gates;K CAMP",2014-12-15,181024,46,true,,2020-12-24T23:32:43Z,"","Bread Winners' Association/Atlantic",0.864,0.802,5,-5.411,0,0.146,0.0691,0,0.103,0.744,97.969,4
